sample_id,iou,dice,precision,recall,pseudo_area,gt_area,area_ratio
goose_276,0.9327861711495733,0.9652243844385282,0.9668610222344936,0.9635932780617613,0.15031982421875,0.15082958984375,0.9966202545168487
goose_277,0.4483068039950062,0.6190771219998383,0.4487464310819137,0.9978194799556177,0.1125302734375,0.05060791015625,2.2235708427806453
goose_278,0.6219771832570097,0.7669370317627392,0.6300636838999776,0.9797823198126938,0.095994140625,0.06173046875,1.555052838068721
goose_279,0.3679658906972799,0.5379752422185327,0.3681511183726068,0.9986345406594779,0.3395,0.125158203125,2.7125669075076857
goose_280,0.8534702472336178,0.9209430240463347,0.964313880126183,0.8813055402991488,0.2575625,0.28182177734375,0.9139197915349178
goose_281,0.8878377741098797,0.940586936320307,0.898856055204726,0.9863813229571985,0.15340625,0.1397939453125,1.097374064785643
goose_282,0.6875332597832435,0.8148381737632291,0.6983099557055473,0.978046528803545,0.0370390625,0.0264453125,1.4005908419497783
goose_283,0.13718448952236179,0.24127041968358495,0.1372685077449682,0.9955581468496598,0.461615234375,0.06364794921875,7.252633274773497
goose_284,0.02396313188030466,0.046804677110397784,0.02396313188030466,1.0,0.255662109375,0.00612646484375,41.730772296166414
goose_285,0.1156751309657007,0.20736346586048784,0.11569810615998256,0.9982862477778772,0.32942431640625,0.03817919921875,8.628371551713112
goose_286,0.03420245039473376,0.06614265975037942,0.03420708675780747,0.9960528239364553,0.29176611328125,0.01002001953125,29.11831782076897
goose_287,0.8792957332364794,0.9357715421640177,0.9349197300428475,0.9366249078850405,0.23897021484375,0.23853515625,1.0018238761974945
goose_288,0.2760847383220816,0.43270596384547977,0.2763404785939077,0.9966591354442172,0.164462890625,0.04560009765625,3.6066346143550096
goose_289,0.6171289500115893,0.7632402474857266,0.9942848983656494,0.6193258396218024,0.266734375,0.4282236328125,0.6228856946734443
goose_290,0.4653299933882436,0.6351197279628098,0.5120870746800346,0.8359668613866209,0.21273046875,0.13031201171875,1.632470145646529
goose_291,0.8813539741219963,0.9369358305188824,0.8978027911613224,0.9796357703434575,0.1410703125,0.1292861328125,1.0911480561073803
goose_292,0.23766800982317668,0.38405777306489786,0.23769211852944794,0.9995734174433485,0.47654296875,0.11331884765625,4.205328403934901
goose_293,0.9698107102410614,0.9846740148167616,0.9743949856305023,0.9951722260221666,0.150193359375,0.1470576171875,1.0213232217920538
goose_294,0.8992058309715665,0.9469282542288369,0.900092054246986,0.99890624050556,0.14268505859375,0.1285703125,1.1097823114783982
goose_295,0.44093279743309555,0.612010217573757,0.4439579751092662,0.9847813393933539,0.257845703125,0.11624169921875,2.2181859423765977
goose_296,0.0,0.0,0.0,0.0,0.365751953125,0.0,0.0
goose_297,0.1479324610744273,0.25773722076988287,0.1479807143439615,0.9978006117048696,0.4790234375,0.07104248046875,6.742774665796075
goose_298,0.9244700876596977,0.9607528779872321,0.9290092940478545,0.9947425192760977,0.13086962890625,0.1222216796875,1.0707562622348288
goose_299,0.0,0.0,0.0,0.0,0.370111328125,0.0,0.0
goose_300,0.6969472079589217,0.8214129522593762,0.6970430785455546,0.9998026940483482,0.1703828125,0.11878759765625,1.4343484998581866
goose_301,0.7366624766409173,0.8483657435448051,0.8798291100894544,0.819074991083352,0.2192109375,0.235470703125,0.9309478189464254
goose_302,0.8446904576467674,0.9158072609366898,0.9519261104864217,0.8823291237949205,0.241439453125,0.26048388671875,0.9268882469712506
goose_303,0.82947715824214,0.9067914890384816,0.9478337157511135,0.8691560888067009,0.246001953125,0.2682705078125,0.9169921626157134
goose_304,0.9369398704647414,0.967443424291675,0.9771064820370059,0.9579696198242882,0.406923828125,0.415052734375,0.9804147628078134
goose_305,0.8271026090769568,0.9053707273668719,0.9599508880859077,0.8566632187418746,0.38376953125,0.43004052734375,0.892403173301935
goose_306,0.7766693964229445,0.8742981648545881,0.7777041220427701,0.9982898615589059,0.2268671875,0.17673779296875,1.2836370970192756
goose_307,0.8972250025115625,0.9458287776345013,0.9731622714000617,0.9199887832068583,0.24197802734375,0.2559638671875,0.945360101027443
goose_308,0.943741862666246,0.9710567856697884,0.9525074897296522,0.9903428948466684,0.21774609375,0.20942724609375,1.0397218977540585
goose_309,0.9364898146576619,0.9672034498391794,0.9490691930366433,0.9860442034267877,0.394587890625,0.37979150390625,1.0389592357031832
goose_310,0.8594316264143635,0.9244025047284468,0.8656581770557583,0.991700152030869,0.14018359375,0.12236669921875,1.1456024771853939
goose_311,0.8654987636565489,0.9279006564014997,0.973010011328562,0.8867885811046624,0.27542041015625,0.30219921875,0.9113869033000273
goose_312,0.9165967982016464,0.9564836997136741,0.9400180069036849,0.9735365147376963,0.31346484375,0.30267236328125,1.035657303996141
goose_313,0.49781741783251254,0.6647237666028784,0.7397239128517245,0.6035320303905743,0.154998046875,0.189974609375,0.8158882251945675
goose_314,0.9402530399720608,0.9692066143966461,0.9628140752528939,0.9756846065653704,0.30038037109375,0.29641796875,1.0133676185706944
goose_315,0.5202925240984232,0.6844637013616462,0.9348042421313013,0.5398830428562339,0.13738671875,0.23788427734375,0.5775359358931991
goose_316,0.9405470273513675,0.9693627766755134,0.9464883590408546,0.9933702196114754,0.12614990234375,0.1201962890625,1.04953242173853
goose_317,0.15303258111941964,0.2654436372836026,0.15396780674656282,0.9618233439146787,0.2911494140625,0.04660693359375,6.246912028161047
goose_318,0.6024672189550477,0.7519245471341502,0.6056010706986051,0.9914838357391876,0.228384765625,0.139498046875,1.6371897007966623
goose_319,0.6497862892872786,0.7877217716095721,0.6739473244496429,0.9477127542403995,0.1870234375,0.132998046875,1.4062119098318526
goose_320,0.8998072353969606,0.9472616154227329,0.9573665595327199,0.9373677574172598,0.26616796875,0.2718466796875,0.9791106113783404
goose_321,0.0977510517736141,0.1780932965004765,0.0978532909841933,0.9894244430742836,0.368341796875,0.0364287109375,10.111304720799938
goose_322,0.8557732638264726,0.9222821349003907,0.8959399779182977,0.9502202232837886,0.155671875,0.146779296875,1.0605846894918232
goose_323,0.5281486493193698,0.6912267985900518,0.5285863682710659,0.9984345369785083,0.373525390625,0.19775,1.8888768173198482
goose_324,0.9570183285205708,0.9780371645717179,0.9881357875847278,0.9681428666865058,0.3150888671875,0.321595703125,0.9797670308580868
goose_325,0.8546558481699285,0.9216328183077799,0.8934742668827588,0.9516240049298541,0.14431298828125,0.13549462890625,1.0650827228074222
goose_326,0.9694908535220813,0.9845091199975067,0.9815468869353565,0.9874892867656061,0.3771435546875,0.3748740234375,1.0060541171383095
goose_327,0.5638660211079376,0.7211180670176089,0.5638660211079376,1.0,0.127876953125,0.07210546875,1.7734709355869767
goose_328,0.9622779597102312,0.9807764032087792,0.9921900605130419,0.9696223534981243,0.30541259765625,0.31252099609375,0.977254653202988
goose_329,0.8665841059818475,0.9285240383272342,0.9179335818834576,0.9393617171602985,0.1414453125,0.13821875,1.023343884241465
goose_330,0.43366406130885427,0.6049730519337194,0.4361533765583726,0.9870100109341138,0.16876611328125,0.07457666015625,2.262988352222506
goose_331,0.7471178971096656,0.8552575625785251,0.7679927447560033,0.9648959253322866,0.225052734375,0.179126953125,1.2563867717771746
goose_332,0.3820818635464166,0.5529077164300471,0.3824355745010657,0.9975851853931795,0.18144140625,0.0695576171875,2.6085052016791384
goose_333,0.0,0.0,0.0,0.0,0.17086279296875,0.0,0.0
goose_334,0.4778806675093826,0.6467107636163035,0.713853693381423,0.5911125009696687,0.1667890625,0.201421875,0.8280583352726708
goose_335,0.7878244362476862,0.8813219243173389,0.8570226494407455,0.9070393286173734,0.132884765625,0.12555712890625,1.058360977051501
goose_336,0.0,0.0,0.0,0.0,0.0207109375,0.0,0.0
goose_337,0.9599372557799848,0.9795591700183934,0.9948921593679427,0.9646916225808612,0.35350830078125,0.3645751953125,0.9696444117056184
goose_338,0.6476667999630872,0.7861623478455679,0.6493346286101987,0.9960498616268894,0.126662109375,0.082572265625,1.533954632542517
goose_339,0.7157725953544096,0.8343443615924636,0.988914474681659,0.7215621660946758,0.27375048828125,0.37518017578125,0.7296507277102537
goose_340,0.0,0.0,0.0,0.0,0.515068359375,0.0,0.0
goose_341,0.9286717136106678,0.9630168857219363,0.94504972306143,0.9816804673376854,0.15515625,0.14936669921875,1.0387606528866993
goose_342,0.0,0.0,0.0,0.0,0.15014111328125,0.0,0.0
goose_343,0.1925011193437035,0.32285272729915265,0.9952359617682198,0.19267866746080853,0.0326953125,0.1688798828125,0.1936009899787779
goose_344,0.9368452213555157,0.9673929656597522,0.9423379268452459,0.9938167315663862,0.163982421875,0.15548828125,1.0546288154754428
goose_345,0.8473769006889997,0.917383886713059,0.8935581357113218,0.9425150195098788,0.249466796875,0.2365087890625,1.0547886945929765
goose_346,0.9235028742751954,0.9602303033970615,0.9906123300792503,0.9316564503628549,0.27374462890625,0.2910673828125,0.9404854170231469
