id,safe_score,mean_score,obstacle_score,obstacle_gap,water_risk_score,water_risk_gap,unsafe_proxy_score,unsafe_proxy_gap,non_traversable_score,non_traversable_gap
goose_001,0.8938603401184082,0.2371135652065277,0.00031756405951455235,0.8935427760588937,0.0,0.8938603401184082,0.012327780947089195,0.881532559171319,0.012327780947089195,0.881532559171319
goose_002,0.9764330983161926,0.36375030875205994,0.0,0.9764330983161926,0.010743794962763786,0.9656893033534288,0.05076191574335098,0.9256711825728416,0.05076191574335098,0.9256711825728416
goose_003,0.8159148693084717,0.09449519217014313,0.0006098321755416691,0.81530503713293,0.004279454704374075,0.8116354146040976,0.0307978093624115,0.7851170599460602,0.0307978093624115,0.7851170599460602
goose_004,0.9698025584220886,0.374838262796402,0.005714674945920706,0.9640878834761679,0.002896144986152649,0.966906413435936,0.0077508906833827496,0.9620516677387059,0.0077508906833827496,0.9620516677387059
goose_005,0.9833457469940186,0.18160922825336456,0.02037101425230503,0.9629747327417135,0.0029736519791185856,0.9803720950149,0.04659583792090416,0.9367499090731144,0.04659583792090416,0.9367499090731144
goose_006,0.9692463874816895,0.41438528895378113,0.016844306141138077,0.9524020813405514,0.062135156244039536,0.9071112312376499,0.25822973251342773,0.7110166549682617,0.25822973251342773,0.7110166549682617
goose_007,0.6865779757499695,0.2137584388256073,5.029492240282707e-05,0.6865276808275667,0.0,0.6865779757499695,0.001866252743639052,0.6847117230063304,0.001866252743639052,0.6847117230063304
goose_008,0.9561545252799988,0.3565923571586609,0.005880726967006922,0.9502737983129919,0.0005667253863066435,0.9555877998936921,0.015887651592493057,0.9402668736875057,0.015887651592493057,0.9402668736875057
goose_009,0.9324008226394653,0.30064040422439575,0.00028574210591614246,0.9321150805335492,0.0003355111402925104,0.9320653114991728,0.012519704177975655,0.9198811184614897,0.012519704177975655,0.9198811184614897
goose_010,0.8976631760597229,0.15332412719726562,0.0,0.8976631760597229,0.0,0.8976631760597229,0.0024552936665713787,0.8952078823931515,0.0024552936665713787,0.8952078823931515
goose_011,0.9871931672096252,0.4441608488559723,1.4035753338248469e-05,0.987179131456287,0.034668609499931335,0.9525245577096939,0.2040497213602066,0.7831434458494186,0.2040497213602066,0.7831434458494186
goose_012,0.9449519515037537,0.2354164868593216,0.0,0.9449519515037537,0.0,0.9449519515037537,0.008491350337862968,0.9364606011658907,0.008491350337862968,0.9364606011658907
goose_013,0.9590691924095154,0.2973898649215698,0.004436565563082695,0.9546326268464327,1.1274188409515773e-06,0.9590680649906744,0.00281629990786314,0.9562528925016522,0.00281629990786314,0.9562528925016522
goose_014,0.9468936920166016,0.06144430860877037,8.380168583244085e-05,0.9468098903307691,0.05973999202251434,0.8871536999940872,0.036661453545093536,0.910232238471508,0.036661453545093536,0.910232238471508
goose_015,0.981029748916626,0.21562080085277557,0.0,0.981029748916626,0.039228979498147964,0.941800769418478,0.10723165422677994,0.873798094689846,0.10723165422677994,0.873798094689846
goose_016,0.6667993664741516,0.2575877904891968,0.0492478609085083,0.6175515055656433,0.004438796546310186,0.6623605699278414,0.02868756838142872,0.6381117980927229,0.02868756838142872,0.6381117980927229
goose_017,0.9691903591156006,0.3066309094429016,0.0003784952568821609,0.9688118638587184,0.00480633694678545,0.9643840221688151,0.040426600724458694,0.9287637583911419,0.040426600724458694,0.9287637583911419
goose_018,0.13736990094184875,0.3637060821056366,,,0.37041088938713074,-0.23304098844528198,0.37464439868927,-0.23727449774742126,0.37464439868927,-0.23727449774742126
goose_019,0.9497557878494263,0.162653386592865,0.0,0.9497557878494263,0.00032858134363777936,0.9494272065057885,0.02130504883825779,0.9284507390111685,0.02130504883825779,0.9284507390111685
goose_020,0.9830244183540344,0.16059590876102448,0.0,0.9830244183540344,0.000507346005178988,0.9825170723488554,0.02588890679180622,0.9571355115622282,0.02588890679180622,0.9571355115622282
goose_021,0.9760668277740479,0.185919851064682,5.330782732926309e-05,0.9760135199467186,0.0007518341881223023,0.9753149935859255,0.0541732981801033,0.9218935295939445,0.0541732981801033,0.9218935295939445
goose_022,0.9287363290786743,0.4289208948612213,8.366895781364292e-05,0.9286526601208607,0.07606693357229233,0.852669395506382,0.45668694376945496,0.47204938530921936,0.45668694376945496,0.47204938530921936
goose_023,0.9932146072387695,0.1827475130558014,5.5063086620066315e-05,0.9931595441521495,0.0008155385148711503,0.9923990687238984,0.06588218361139297,0.9273324236273766,0.06588218361139297,0.9273324236273766
goose_024,0.7182536721229553,0.2764396369457245,0.00027973027317784727,0.7179739418497775,0.00017957482486963272,0.7180740972980857,0.005201981868594885,0.7130516902543604,0.005201981868594885,0.7130516902543604
goose_025,,0.06322856992483139,0.002074056537821889,,0.007220474537461996,,0.06255654990673065,,0.06255654990673065,
goose_026,0.9314339756965637,0.23393100500106812,1.5658092706871685e-06,0.931432409887293,0.0048655178397893906,0.9265684578567743,0.003154996782541275,0.9282789789140224,0.003154996782541275,0.9282789789140224
goose_027,0.9425570368766785,0.0671808272600174,0.0,0.9425570368766785,7.23715202184394e-05,0.94248466535646,0.034176237881183624,0.9083807989954948,0.034176237881183624,0.9083807989954948
goose_028,0.9837494492530823,0.33868008852005005,0.014000726863741875,0.9697487223893404,0.05528708174824715,0.9284623675048351,0.2913838028907776,0.6923656463623047,0.2913838028907776,0.6923656463623047
goose_029,0.9196683764457703,0.275104284286499,0.045350007712841034,0.8743183687329292,0.0006010343786329031,0.9190673420671374,0.015127209015190601,0.9045411674305797,0.015127209015190601,0.9045411674305797
goose_030,0.9807899594306946,0.21502313017845154,0.012812291271984577,0.96797766815871,0.019396403804421425,0.9613935556262732,0.15227915346622467,0.8285108059644699,0.15227915346622467,0.8285108059644699
goose_031,0.9867115616798401,0.30480924248695374,0.0015566202346235514,0.9851549414452165,0.3735126554965973,0.6131989061832428,0.3045140504837036,0.6821975111961365,0.3045140504837036,0.6821975111961365
goose_032,0.983860194683075,0.24757303297519684,2.9376709790085442e-05,0.9838308179732849,4.170404281467199e-05,0.9838184906402603,0.002255696803331375,0.9816044978797436,0.002255696803331375,0.9816044978797436
goose_033,0.8964390158653259,0.12654726207256317,0.0,0.8964390158653259,4.8679499741410837e-05,0.8963903363655845,0.03301725164055824,0.8634217642247677,0.03301725164055824,0.8634217642247677
goose_034,0.9834853410720825,0.1751958131790161,0.0,0.9834853410720825,0.00012824857549276203,0.9833570924965898,0.002940076170489192,0.9805452649015933,0.002940076170489192,0.9805452649015933
goose_035,0.9777702689170837,0.3004530370235443,4.3947718950221315e-05,0.9777263211981335,0.010166388936340809,0.9676038799807429,0.006564201787114143,0.9712060671299696,0.006564201787114143,0.9712060671299696
goose_036,0.9854450821876526,0.18790800869464874,4.56537172510707e-08,0.9854450365339353,0.0007981181843206286,0.984646964003332,0.18510346114635468,0.8003416210412979,0.18510346114635468,0.8003416210412979
goose_037,0.8157757520675659,0.2666129767894745,0.0002908269816543907,0.8154849250859115,0.0,0.8157757520675659,0.0009545483044348657,0.814821203763131,0.0009545483044348657,0.814821203763131
goose_038,0.7865912914276123,0.2979590594768524,0.001958143664523959,0.7846331477630883,0.024919327348470688,0.7616719640791416,0.007139396853744984,0.7794518945738673,0.007139396853744984,0.7794518945738673
goose_039,,0.3249320983886719,0.0,,0.5879726409912109,,0.3431396782398224,,0.3431396782398224,
goose_040,0.9541714787483215,0.3753710091114044,0.0032760808244347572,0.9508953979238868,0.0,0.9541714787483215,0.010496989823877811,0.9436744889244437,0.010496989823877811,0.9436744889244437
goose_041,0.898102343082428,0.2938893139362335,0.017923731356859207,0.8801786117255688,0.0,0.898102343082428,0.15329037606716156,0.7448119670152664,0.15329037606716156,0.7448119670152664
goose_042,0.7363450527191162,0.08420910686254501,0.0,0.7363450527191162,0.0,0.7363450527191162,0.005088720005005598,0.7312563327141106,0.005088720005005598,0.7312563327141106
goose_043,0.9303983449935913,0.306064635515213,0.000328673399053514,0.9300696715945378,0.037852901965379715,0.8925454430282116,0.1742459386587143,0.756152406334877,0.1742459386587143,0.756152406334877
goose_044,0.8863231539726257,0.25058579444885254,2.2013618945493363e-05,0.8863011403536802,0.00022683775750920177,0.8860963162151165,0.015807121992111206,0.8705160319805145,0.015807121992111206,0.8705160319805145
goose_045,0.8970240354537964,0.14603175222873688,2.669398554644431e-06,0.8970213660552417,0.0005598049028776586,0.8964642305509187,0.008908826857805252,0.8881152085959911,0.008908826857805252,0.8881152085959911
goose_046,0.9779237508773804,0.18228594958782196,6.832752114860341e-05,0.9778554233562318,0.01928035356104374,0.9586433973163366,0.05202616751194,0.9258975833654404,0.05202616751194,0.9258975833654404
goose_047,0.9837744832038879,0.10997747629880905,,,3.269459057264612e-06,0.9837712137448307,0.016256649047136307,0.9675178341567516,0.016256649047136307,0.9675178341567516
goose_048,0.8979079127311707,0.07814954221248627,0.04448895901441574,0.8534189537167549,8.040035481826635e-07,0.8979071087276225,0.021741999313235283,0.8761659134179354,0.021741999313235283,0.8761659134179354
