sample_id,model,iou,dice,precision,recall,pred_area,gt_area,area_ratio
goose_036,student_gt500,0.5355350857485209,0.6975224346468981,0.681047619047619,0.7148140743702519,0.01025390625,0.00976953125,1.049580167932827
goose_037,student_gs100,0.07117217387250631,0.13288652489021324,0.6857804604154969,0.07357137801577895,0.03478515625,0.32424267578125,0.10728123978802769
goose_037,student_lisa100,0.8120433992078395,0.8962736759647543,0.9854875406283857,0.8218715787539775,0.27041015625,0.32424267578125,0.833974601271894
goose_037,student_lisa500,0.8223950172828284,0.9025430924509557,0.991308343845738,0.8283680872947629,0.270947265625,0.32424267578125,0.8356311055358866
goose_037,student_gt500,0.9415107502825923,0.9698743621641578,0.9765288675846487,0.9633099364655319,0.319853515625,0.32424267578125,0.9864633483372461
goose_038,student_gs100,0.0,0.0,0.0,0.0,0.0,0.3701669921875,0.0
goose_038,student_lisa100,0.7891818950783724,0.8821706694542687,0.9296162319789153,0.8393329657486723,0.334216796875,0.3701669921875,0.9028811426430744
goose_038,student_lisa500,0.7660366701480367,0.8675206841359916,0.9555874698489273,0.7943165959198103,0.3076953125,0.3701669921875,0.8312337917588926
goose_038,student_gt500,0.918306851122881,0.9574139305037148,0.9529362569584193,0.9619338822480352,0.373662109375,0.3701669921875,1.0094420012082808
goose_039,student_gs100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goose_039,student_lisa100,0.0,0.0,0.0,0.0,0.3229609375,0.0,0.0
goose_039,student_lisa500,0.0,0.0,0.0,0.0,0.32433203125,0.0,0.0
goose_039,student_gt500,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goose_040,student_gs100,0.0019883179993372274,0.003968744871811055,0.9424460431654677,0.001988559458180797,0.000814453125,0.3859970703125,0.0021099982037185556
goose_040,student_lisa100,0.9125585469821761,0.9542803784198932,0.9545013895990159,0.9540594695656794,0.385818359375,0.3859970703125,0.9995370147826371
