id,safe_score,mean_score,obstacle_score,obstacle_gap,water_risk_score,water_risk_gap,unsafe_proxy_score,unsafe_proxy_gap,non_traversable_score,non_traversable_gap
goose_001,0.9142338633537292,0.24835465848445892,0.006457574665546417,0.9077762886881828,0.0,0.9142338633537292,0.021454451605677605,0.8927794117480516,0.021454451605677605,0.8927794117480516
goose_002,0.9831469058990479,0.3701185882091522,0.0,0.9831469058990479,0.009595908224582672,0.9735509976744652,0.0631173625588417,0.9200295433402061,0.0631173625588417,0.9200295433402061
goose_003,0.8379472494125366,0.09616297483444214,0.003129963530227542,0.8348172858823091,0.0026676415000110865,0.8352796079125255,0.029956404119729996,0.8079908452928066,0.029956404119729996,0.8079908452928066
goose_004,0.9758353233337402,0.3809851109981537,0.0058420090936124325,0.9699933142401278,0.007020161487162113,0.9688151618465781,0.015728997066617012,0.9601063262671232,0.015728997066617012,0.9601063262671232
goose_005,0.9841399192810059,0.16280624270439148,0.00011612103844527155,0.9840237982425606,0.0026891138404607773,0.9814508054405451,0.02083406038582325,0.9633058588951826,0.02083406038582325,0.9633058588951826
goose_006,0.8709675669670105,0.3764883279800415,0.004548836033791304,0.8664187309332192,0.03731520101428032,0.8336523659527302,0.2402338832616806,0.6307336837053299,0.2402338832616806,0.6307336837053299
goose_007,0.5933849811553955,0.18527400493621826,0.000261790759395808,0.5931231903959997,0.0,0.5933849811553955,0.0022341031581163406,0.5911508779972792,0.0022341031581163406,0.5911508779972792
goose_008,0.9449963569641113,0.281678169965744,0.00022075021115597337,0.9447756067529554,4.8269845137838274e-05,0.9449480871189735,0.01067071221768856,0.9343256447464228,0.01067071221768856,0.9343256447464228
goose_009,0.9430044889450073,0.30793434381484985,0.0001674438244663179,0.942837045120541,7.99063200247474e-05,0.9429245826249826,0.01686985231935978,0.9261346366256475,0.01686985231935978,0.9261346366256475
goose_010,0.9112425446510315,0.15708290040493011,2.344834911127691e-06,0.9112401998161204,2.597347474875278e-06,0.9112399473035566,0.003752446500584483,0.907490098150447,0.003752446500584483,0.907490098150447
goose_011,0.9714074730873108,0.4359464645385742,0.00029047904536128044,0.9711169940419495,0.03583729639649391,0.9355701766908169,0.19726592302322388,0.7741415500640869,0.19726592302322388,0.7741415500640869
goose_012,0.9484898447990417,0.24050889909267426,0.0,0.9484898447990417,2.7413036605139496e-06,0.9484871034953812,0.013615396805107594,0.9348744479939342,0.013615396805107594,0.9348744479939342
goose_013,0.9689316749572754,0.30350834131240845,0.01604207046329975,0.9528896044939756,2.2864056518301368e-05,0.9689088109007571,0.00822471920400858,0.9607069557532668,0.00822471920400858,0.9607069557532668
goose_014,0.9576951265335083,0.06225856393575668,0.0005726103554479778,0.9571225161780603,0.059855327010154724,0.8978397995233536,0.03687759116292,0.9208175353705883,0.03687759116292,0.9208175353705883
goose_015,0.9841549396514893,0.1797897219657898,0.0,0.9841549396514893,0.006207275670021772,0.9779476639814675,0.05776849761605263,0.9263864420354366,0.05776849761605263,0.9263864420354366
goose_016,0.688319206237793,0.29628902673721313,0.14657112956047058,0.5417480766773224,0.010737404227256775,0.6775818020105362,0.07647032290697098,0.611848883330822,0.07647032290697098,0.611848883330822
goose_017,0.9798256158828735,0.29407134652137756,1.567731669638306e-05,0.9798099385661772,0.00019867792434524745,0.9796269379585283,0.009378742426633835,0.9704468734562397,0.009378742426633835,0.9704468734562397
goose_018,0.5485575199127197,0.2770850658416748,,,0.22529688477516174,0.323260635137558,0.2672940492630005,0.28126347064971924,0.2672940492630005,0.28126347064971924
goose_019,0.9454522132873535,0.1627371907234192,0.0,0.9454522132873535,2.888070412154775e-06,0.9454493252169414,0.018345167860388756,0.9271070454269648,0.018345167860388756,0.9271070454269648
goose_020,0.9804133176803589,0.1625409722328186,0.0,0.9804133176803589,0.0008542013820260763,0.9795591162983328,0.028587672859430313,0.9518256448209286,0.028587672859430313,0.9518256448209286
goose_021,0.9836583733558655,0.18495720624923706,0.0002165470941690728,0.9834418262616964,0.0006903493776917458,0.9829680239781737,0.04775969311594963,0.9358986802399158,0.04775969311594963,0.9358986802399158
goose_022,0.9483980536460876,0.40973877906799316,0.00017301039770245552,0.9482250432483852,0.06283987313508987,0.8855581805109978,0.4306904375553131,0.5177076160907745,0.4306904375553131,0.5177076160907745
goose_023,0.9931471943855286,0.18720170855522156,6.115472933743149e-05,0.9930860396561911,0.001093202386982739,0.9920539919985458,0.07124947011470795,0.9218977242708206,0.07124947011470795,0.9218977242708206
goose_024,0.7781734466552734,0.30212703347206116,0.00033820641692727804,0.7778352402383462,0.0015611641574651003,0.7766122824978083,0.010691127739846706,0.7674823189154267,0.010691127739846706,0.7674823189154267
goose_025,,0.062399424612522125,0.0019788288045674562,,0.0071701351553201675,,0.0615256167948246,,0.0615256167948246,
goose_026,0.9398739337921143,0.24108196794986725,8.35098217066843e-06,0.9398655828099436,0.013202616944909096,0.9266713168472052,0.008252563886344433,0.9316213699057698,0.008252563886344433,0.9316213699057698
goose_027,0.9726890325546265,0.09158225357532501,2.7606961339188274e-06,0.9726862718584925,0.0009990135440602899,0.9716900190105662,0.06084486469626427,0.9118441678583622,0.06084486469626427,0.9118441678583622
goose_028,0.972966194152832,0.3355678617954254,0.014199876226484776,0.9587663179263473,0.055779315531253815,0.9171868786215782,0.2887350022792816,0.6842311918735504,0.2887350022792816,0.6842311918735504
goose_029,0.9397462010383606,0.2900295853614807,0.06938015669584274,0.8703660443425179,0.0019444947829470038,0.9378017062554136,0.028686068952083588,0.911060132086277,0.028686068952083588,0.911060132086277
goose_030,0.9768922328948975,0.21596477925777435,0.01200249046087265,0.9648897424340248,0.02322285994887352,0.9536693729460239,0.15547853708267212,0.8214136958122253,0.15547853708267212,0.8214136958122253
goose_031,0.3708251714706421,0.2305120825767517,0.0007947884150780737,0.370030383055564,0.2842135727405548,0.08661159873008728,0.2312055230140686,0.1396196484565735,0.2312055230140686,0.1396196484565735
goose_032,0.9838495254516602,0.24880853295326233,0.00020268453226890415,0.9836468409193913,0.00010968424612656236,0.9837398412055336,0.0028528855182230473,0.9809966399334371,0.0028528855182230473,0.9809966399334371
goose_033,0.9017586708068848,0.1294994354248047,0.0,0.9017586708068848,0.0006333088385872543,0.9011253619682975,0.03488036245107651,0.8668783083558083,0.03488036245107651,0.8668783083558083
goose_034,0.9855525493621826,0.17835932970046997,0.0,0.9855525493621826,0.00038368263631127775,0.9851688667258713,0.0038244149181991816,0.9817281344439834,0.0038244149181991816,0.9817281344439834
goose_035,0.9852039813995361,0.30708393454551697,0.00020840397337451577,0.9849955774261616,0.011086388491094112,0.974117592908442,0.008746903389692307,0.9764570780098438,0.008746903389692307,0.9764570780098438
