id,baseline_iou,vl2g_iou,delta_iou,baseline_dice,vl2g_dice,delta_dice,baseline_precision,vl2g_precision,baseline_recall,vl2g_recall
goose_056,0.6952340388860532,0.7165683862701017,0.02133434738404849,0.8202218961375917,0.8348847526280259,0.014662856490434195,0.7853098037600642,0.7896027231831764,0.8583825437164172,0.8856764023424551
goose_054,0.6478552812828475,0.6671403282139611,0.019285046931113548,0.7863011863256526,0.800340939420116,0.01403975309446337,0.9425648545790999,0.9400910163492331,0.6744818212708121,0.6967630069356998
goose_011,0.8208241011790203,0.8390851564423244,0.018261055263304127,0.9015962614373569,0.9125027772672787,0.010906515829921748,0.9932688391163257,0.9912149808948777,0.825415509156906,0.8453719430815222
goose_048,0.6223582316854158,0.639811746557733,0.017453514872317166,0.7672266451767165,0.7803478026069952,0.013121157430278751,0.9682596450444813,0.9607708558988493,0.6353196544593227,0.6569746124400511
goose_053,0.3246702586044833,0.34088306544570884,0.016212806841225558,0.49019030433508437,0.5084456269606171,0.018255322625532755,0.9505966600248792,0.9665374528172995,0.3302425727570075,0.34495412142310117
goose_002,0.6921974295981971,0.7062527551189605,0.014055325520763384,0.8181048115201965,0.8278407205498933,0.009735909029696788,0.9666889723145323,0.9621175809463993,0.7091114060010566,0.7264539853821482
goose_012,0.5274415569320735,0.5414207780238729,0.013979221091799388,0.6906209334666272,0.7024957568276501,0.011874823361022857,0.9766669036110321,0.9698612315698178,0.5341725919462276,0.550685978902261
goose_045,0.4246772778543677,0.4376510735105929,0.012973795656225195,0.5961733010776336,0.6088418554050045,0.012668554327370907,0.9280210135816455,0.9268962526650526,0.4391420627253234,0.45329767430900825
goose_035,0.5580450270320992,0.5693564281655289,0.011311401133429655,0.7163400509613157,0.7255922465377326,0.009252195576416877,0.9574058364963685,0.9527950983460529,0.5722523029322832,0.5858829973464003
goose_031,0.6549069141175392,0.6658077751564263,0.0109008610388871,0.791472811589238,0.7993812792642346,0.007908467674996644,0.8443537941449939,0.8318629436159797,0.7448251993590169,0.7693409062894095
goose_032,0.48099271392132864,0.4896202406260239,0.008627526704695243,0.649554463570277,0.6573759234370464,0.007821459866769409,0.9795879146477824,0.9784557990806741,0.4858623408809282,0.4949562347331864
goose_008,0.6020624381974855,0.6102143731711872,0.008151934973701702,0.7516092055374306,0.7579293581505167,0.00632015261308605,0.9573731501057082,0.9564086050883732,0.6186463109540032,0.62767147382532
goose_036,0.05932033161681458,0.06534969102693883,0.006029359410124245,0.11199696606648796,0.12268214198090262,0.01068517591441466,0.08984097718368288,0.0976592751813627,0.14865802780807394,0.16494550502238528
goose_007,0.7781843413730944,0.783088217306855,0.004903875933760515,0.8752572197010677,0.8783505041490517,0.003093284447983957,0.9893394404917674,0.988761528815088,0.7847648078786121,0.790120881901036
goose_040,0.8593662857809886,0.8637855414724186,0.00441925569142998,0.9243647067850641,0.926915165132159,0.002550458347094886,0.9503805844553244,0.9481547404896707,0.8997352042548377,0.906606314360077
goose_021,0.3433893921903744,0.3472510701504536,0.0038616779600791906,0.5112283812670035,0.515495705060638,0.004267323793634481,0.923729371488764,0.9254904946273981,0.35340962520150454,0.3572382119828049
goose_010,0.35058826894683687,0.35405849087019126,0.0034702219233543885,0.5191637999643206,0.5229589316228933,0.0037951316585727035,0.9512839495853509,0.9436389196582795,0.3569977784474675,0.36170751462830164
goose_003,0.853096286001081,0.8536900447500841,0.0005937587490031371,0.9207252666206934,0.921070971026528,0.0003457044058345904,0.8566549328536427,0.858090902375778,0.9951541354229998,0.9940282375194217
goose_046,0.6211038376073509,0.6214065730076361,0.0003027354002852478,0.7662727373763568,0.7665030885559505,0.00023035117959369078,0.7793854832805805,0.7663794538794538,0.7535939207828033,0.7666267631291314
goose_027,0.1611736368493813,0.15996055790254374,-0.0012130789468375591,0.27760471256769936,0.2758034431649755,-0.0018012694027238485,0.9616912527517016,0.949847651955395,0.16221510883482715,0.16132309005548442
goose_023,0.5618489679370331,0.5603846473373765,-0.001464320599656621,0.7194664522257243,0.7182647538779758,-0.0012016983477484144,0.7099582200517124,0.6995781487809873,0.729232822684095,0.7379770412977656
goose_044,0.5012170991226432,0.4976316044667567,-0.003585494655886534,0.6677476554398024,0.6645580969078738,-0.0031895585319285935,0.9395737831122931,0.9374789207419899,0.5179117029812974,0.514713597926054
goose_029,0.8555229891795342,0.8517429284582558,-0.0037800607212783444,0.9221367713237819,0.919936472140233,-0.002200299183548915,0.9713831553230807,0.9599795737245498,0.8776427607245643,0.8831001978091014
goose_037,0.7420493426495786,0.7377975473290695,-0.004251795320509011,0.8519268937824171,0.8491179521608108,-0.0028089416216063867,0.9819544756220311,0.9650957696017638,0.7523083854087043,0.758024387373115
goose_039,0.3039531395908203,0.29747152231187673,-0.0064816172789435855,0.466202550325084,0.45854034897325896,-0.007662201351825049,0.3047050079712242,0.2975697252804692,0.9919472507988105,0.9988918235044235
goose_034,0.6910208075853922,0.6820975737826442,-0.008923233802747954,0.8172824420441053,0.8110083319943995,-0.0062741100497057944,0.947605350669903,0.9348545061039174,0.7184719469137755,0.7161370610434832
goose_013,0.9487409018264306,0.9396393142306737,-0.009101587595756855,0.9736962989150956,0.9688804586881312,-0.004815840226964352,0.9806435569220235,0.9565206598620142,0.9668467825904214,0.9815638562426566
goose_052,0.421268276450157,0.41168768451814935,-0.009580591932007665,0.5928061343947554,0.5832560403169778,-0.009550094077777627,0.8748042973600388,0.8042091340543064,0.44829551427828407,0.45754693491359993
goose_020,0.7413648129942513,0.7297980241547954,-0.011566788839455833,0.8514755868065179,0.843795650086241,-0.007679936720276892,0.8532904893338323,0.8408693364327369,0.849668388291399,0.8467424026272731
goose_030,0.6545291922400764,0.6404096980378192,-0.014119494202257221,0.7911969100453352,0.7807923822979675,-0.010404527747367665,0.7364844698941524,0.718678668915395,0.8546907345206164,0.8546585151712861
goose_033,0.6622537298947424,0.6439885824031575,-0.01826514749158492,0.7968142504173268,0.7834465388582988,-0.01336771155902794,0.9567209646171102,0.9535167358013097,0.6827064318230396,0.6648612266986825
goose_006,0.9248518414952057,0.8966080166021129,-0.02824382489309285,0.9609589907728068,0.9454858449965217,-0.015473145776285113,0.9320019452688607,0.9225703424852965,0.9917731100159121,0.9695687291123568
goose_015,0.6484008197992962,0.6183569616707387,-0.030043858128557477,0.7867028601432549,0.7641787026174587,-0.022524157525796173,0.9162753129867882,0.8565885206143896,0.6892364576914064,0.6897659118328661
goose_019,0.7149007267968032,0.6783644916978991,-0.036536235098904024,0.8337517334104099,0.8083637315415785,-0.02538800186883139,0.9427646026278488,0.9379387229462192,0.7473364306424005,0.7102444079598514
goose_028,0.8253165359418982,0.775132533115865,-0.05018400282603319,0.9042996320810945,0.873323561655744,-0.030976070425350555,0.899954063895783,0.9415719659988805,0.9086873703953042,0.8143002528487703
goose_014,0.5449824787446002,0.49241086362893755,-0.05257161511566261,0.7054869375443458,0.6598864637471133,-0.04560047379723242,0.9424207712867506,0.9337418123881273,0.563753718328707,0.5102393434781791
goose_055,0.6513496866536961,0.5911105562144953,-0.060239130439200816,0.7888694828453865,0.7430163214061519,-0.04585316143923457,0.7247114621066257,0.5968107903693433,0.8654905425067554,0.9840989399293286
goose_043,0.652684159308627,0.5872813611932928,-0.06540279811533423,0.7898474195839894,0.7399839443106471,-0.04986347527334234,0.8656932923616169,0.8394899882140133,0.7262211052281284,0.6615673458034907
goose_041,0.8031414953238394,0.7011569019188775,-0.10198459340496191,0.8908247050014201,0.8243294914513574,-0.06649521355006272,0.9150664403363128,0.9016819526185283,0.8678342346874607,0.7592001006162746
goose_025,0.7370750352041843,0.59960717719991,-0.1374678580042743,0.8486392588303416,0.7496930318223678,-0.09894622700797384,0.7383003375144829,0.6004794492480433,0.9977534209272244,0.9975832255429232
