id,safe_score,mean_score,obstacle_score,obstacle_gap,water_risk_score,water_risk_gap,unsafe_proxy_score,unsafe_proxy_gap,non_traversable_score,non_traversable_gap
goose_001,0.8995217084884644,0.24796953797340393,0.0017551471246406436,0.8977665613638237,0.0,0.8995217084884644,0.022914966568350792,0.8766067419201136,0.022914966568350792,0.8766067419201136
goose_002,0.976459801197052,0.3340972065925598,0.0,0.976459801197052,0.0004664449661504477,0.9759933562309016,0.0015577248996123672,0.9749020762974396,0.0015577248996123672,0.9749020762974396
goose_003,0.9533856511116028,0.11447782814502716,0.008299294859170914,0.9450863562524319,0.010458294302225113,0.9429273568093777,0.03875798359513283,0.91462766751647,0.03875798359513283,0.91462766751647
goose_004,0.8505249619483948,0.32923829555511475,0.0005543882143683732,0.8499705737340264,0.0003102459304500371,0.8502147160179447,0.007708949036896229,0.8428160129114985,0.007708949036896229,0.8428160129114985
goose_005,0.9768312573432922,0.1537424474954605,0.0005330663989298046,0.9762981909443624,0.0009578735916875303,0.9758733837516047,0.009906195104122162,0.9669250622391701,0.009906195104122162,0.9669250622391701
goose_006,0.9871630668640137,0.4123520255088806,0.0029272467363625765,0.9842358201276511,0.031096894294023514,0.9560661725699902,0.2329380214214325,0.7542250454425812,0.2329380214214325,0.7542250454425812
goose_007,0.9421350359916687,0.296806275844574,0.00047612725757062435,0.9416589087340981,0.0,0.9421350359916687,0.006214712746441364,0.9359203232452273,0.006214712746441364,0.9359203232452273
goose_008,0.964743435382843,0.28745198249816895,3.252498572692275e-05,0.9647109103971161,2.039445644186344e-05,0.9647230409264012,0.007655354216694832,0.9570880811661482,0.007655354216694832,0.9570880811661482
goose_009,0.9571268558502197,0.3152507543563843,1.5307614376069978e-05,0.9571115482358437,0.0001650802732910961,0.9569617755769286,0.02682187780737877,0.930304978042841,0.02682187780737877,0.930304978042841
goose_010,0.9034587740898132,0.15649040043354034,0.0,0.9034587740898132,1.0750133014880703e-06,0.9034576990765117,0.0043280054815113544,0.8991307686083019,0.0043280054815113544,0.8991307686083019
goose_011,0.9488974213600159,0.36893367767333984,3.3563756005605683e-06,0.9488940649844153,0.0016117794439196587,0.9472856419160962,0.04960005730390549,0.8992973640561104,0.04960005730390549,0.8992973640561104
goose_012,0.917148768901825,0.23156392574310303,0.0,0.917148768901825,7.231959671116783e-07,0.9171480457058578,0.012999474070966244,0.9041492948308587,0.012999474070966244,0.9041492948308587
goose_013,0.9482224583625793,0.2938961982727051,0.003311482025310397,0.944910976337269,3.156773118462297e-07,0.9482221426852675,0.002049407223239541,0.9461730511393398,0.002049407223239541,0.9461730511393398
goose_014,0.9767932891845703,0.08392944186925888,0.0005060767289251089,0.9762872124556452,0.09324422478675842,0.8835490643978119,0.05842173844575882,0.9183715507388115,0.05842173844575882,0.9183715507388115
goose_015,0.9730550646781921,0.1552739441394806,0.0,0.9730550646781921,0.0019009546376764774,0.9711541100405157,0.028086600825190544,0.9449684638530016,0.028086600825190544,0.9449684638530016
goose_016,0.7699940800666809,0.31549370288848877,0.09442635625600815,0.6755677238106728,0.014114595018327236,0.7558794850483537,0.05483432114124298,0.7151597589254379,0.05483432114124298,0.7151597589254379
goose_017,0.9785550832748413,0.3230647146701813,0.0017177859554067254,0.9768372973194346,0.0010308308992534876,0.9775242523755878,0.05633259564638138,0.9222224876284599,0.05633259564638138,0.9222224876284599
goose_018,0.7300590872764587,0.3461560904979706,,,0.2749912440776825,0.45506784319877625,0.32882606983184814,0.4012330174446106,0.32882606983184814,0.4012330174446106
goose_019,0.9881930351257324,0.2359200268983841,0.0,0.9881930351257324,0.0004217342066112906,0.9877713009191211,0.09768418967723846,0.890508845448494,0.09768418967723846,0.890508845448494
goose_020,0.9461520314216614,0.1492467075586319,0.0,0.9461520314216614,0.0002728898252826184,0.9458791415963788,0.01898731291294098,0.9271647185087204,0.01898731291294098,0.9271647185087204
goose_021,0.9737522602081299,0.16510659456253052,2.550613942275959e-07,0.9737520051467357,0.00022985941905062646,0.9735224007890793,0.020773956552147865,0.952978303655982,0.020773956552147865,0.952978303655982
goose_022,0.9555959105491638,0.28610551357269287,0.0,0.9555959105491638,0.0013822315959259868,0.9542136789532378,0.27446749806404114,0.6811284124851227,0.27446749806404114,0.6811284124851227
goose_023,0.9858955144882202,0.17122243344783783,7.977154723448621e-07,0.9858947167727479,9.7974858363159e-05,0.9857975396298571,0.05308322608470917,0.932812288403511,0.05308322608470917,0.932812288403511
goose_024,0.707727313041687,0.2721933126449585,0.00010558803478488699,0.7076217250069021,9.913679241435602e-05,0.7076281762492727,0.005134461913257837,0.7025928511284292,0.005134461913257837,0.7025928511284292
goose_025,,0.06958606094121933,0.008138367906212807,,0.01044441293925047,,0.06685014069080353,,0.06685014069080353,
