id,baseline_iou,vl2g_iou,delta_iou,baseline_dice,vl2g_dice,delta_dice,baseline_precision,vl2g_precision,baseline_recall,vl2g_recall
goose_001,0.8696089469338738,0.8743020502970474,0.004693103363173634,0.9302575796505652,0.9329361296472831,0.002678549996717905,0.9816810710049144,0.9730388095317005,0.8839533677175206,0.8960081789605395
goose_010,0.874901636190887,0.8790033720276174,0.004101735836730347,0.9332773723195062,0.9356059548515785,0.002328582532072243,0.9763356717956724,0.9764342139342139,0.8938565617946748,0.8980550146201443
goose_033,0.7242547274336152,0.727104066655219,0.002849339221603797,0.8400785752944956,0.8419921887664346,0.0019136134719389686,0.7978186613805588,0.8013370633973752,0.8870658524478932,0.886992991707537
goose_003,0.5733543361574848,0.5747813479257284,0.001427011768243669,0.7288305284844556,0.7299824177912945,0.0011518893068388492,0.7118535810577842,0.7313856536669265,0.7466370238624573,0.728584556099007
goose_050,0.9415481260141014,0.9429413008942354,0.0013931748801340182,0.9698941925761597,0.9706328240181505,0.0007386314419908224,0.9866188276109185,0.9802210757648236,0.9537271201856191,0.9612303344561776
goose_035,0.9592625574312116,0.9600536706919686,0.0007911132607569815,0.979207767527493,0.9796197778125489,0.000412010285055997,0.9864038114449517,0.9766589318097615,0.972115956813738,0.9825986306475978
goose_025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goose_039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goose_051,0.3541682331331837,0.3538119393019073,-0.0003562938312763886,0.5230786315430439,0.5226899379899845,-0.0003886935530593716,0.5177235363852621,0.5188083318857287,0.5285456658518014,0.5266300645213
goose_038,0.7779170453002434,0.7773807174095966,-0.0005363278906468372,0.8750881233256568,0.8747486791041287,-0.0003394442215280957,0.9879027444322116,0.9811719047057127,0.7853986733736172,0.7891528783996119
goose_029,0.8895176758697709,0.8883414241754031,-0.001176251694367858,0.9415288221215647,0.9408694982829412,-0.0006593238386235489,0.9860052515002303,0.9747299550529216,0.9008916706397915,0.9092825720149998
goose_004,0.9504916955537274,0.9492972377230375,-0.0011944578306898324,0.9746175261555176,0.9739892093951829,-0.0006283167603347017,0.9809750000328584,0.9757571496095596,0.9683419243428948,0.972227664131962
goose_036,0.0523575261947355,0.05021955594037974,-0.0021379702543557616,0.09950520596181282,0.09563629939343973,-0.00386890656837309,0.05240495806111247,0.050400075562332176,0.9830067972810875,0.9334266293482607
goose_020,0.869170860106836,0.8658546051834901,-0.0033162549233458627,0.9300068588241921,0.9281051189927427,-0.0019017398314493672,0.8852432647242495,0.8870121732049533,0.9795386333496195,0.9731904795142039
goose_032,0.9750116882075278,0.9705819725452581,-0.004429715662269684,0.9873477651085949,0.985071401309561,-0.0022763637990339536,0.9910759912748328,0.9896698165824741,0.9836474834767748,0.980515520681414
goose_042,0.7166804381076282,0.712225220394997,-0.004455217712631132,0.8349608024865203,0.8319293652626986,-0.003031437223821709,0.9691130935046565,0.9688013725244048,0.7334331862526818,0.7289443027612481
goose_012,0.9186193698856784,0.9141020534739437,-0.004517316411734695,0.9575837545520189,0.95512363284384,-0.002460121708178886,0.9744374829516259,0.9683227714583784,0.941303113369801,0.9422794883631624
goose_009,0.8924300038904158,0.8870292365594078,-0.005400767331008027,0.9431577411642997,0.9401330084071352,-0.0030247327571645277,0.9636879836294399,0.9564808406850723,0.923483997480634,0.9243346081671613
goose_026,0.9109806476245959,0.9046697489833453,-0.006310898641250562,0.9534169262854347,0.9499491966691134,-0.003467729616321358,0.990104770501692,0.9860466408500671,0.9193508342982897,0.9164013450465464
goose_034,0.9538181200143769,0.9451839212795388,-0.008634198734838172,0.9763632655913319,0.9718195908773484,-0.0045436747139835365,0.9711298151252876,0.9621615392830845,0.9816534281535859,0.9816735009893041
goose_047,0.9097348495128504,0.8993856152282191,-0.010349234284631303,0.9527341973624375,0.9470279315768685,-0.005706265785568987,0.9249894221748008,0.908137788834353,0.9821948313245952,0.9893979645654679
goose_048,0.708333082403387,0.697859990619137,-0.010473091784250044,0.8292681207190121,0.8220465697700519,-0.007221550948960265,0.774378320725276,0.7542567820185416,0.8925330095613901,0.9032250720898467
goose_023,0.7145239539114615,0.7028974496365192,-0.011626504274942273,0.8334954461048723,0.8255311554862585,-0.0079642906186137,0.7168255520247698,0.7056079768359194,0.9955264527712606,0.9945646023974593
