threshold,iou,dice,precision,recall
0.1,0.5978969972475058,0.7279600885917998,0.8719687043918503,0.6772219424950527
0.15,0.5950984187334202,0.7253845894608937,0.8767245826470766,0.6696658022799368
0.2,0.5927451266632537,0.7232297592886364,0.8802127586883611,0.6638777414360423
0.25,0.5905060289403475,0.7212343825790856,0.883016550664922,0.6588826219806249
0.3,0.5885659330708565,0.7195368066976725,0.8854060995248719,0.6546517115454543
0.35,0.5868496519924671,0.7180269093948007,0.8876740833693738,0.6508138370000246
0.4,0.585008055870548,0.7164223787986744,0.8897892126071817,0.6470381887330182
0.45,0.5832180441097138,0.7148847886626825,0.8917440926522797,0.643445630933171
0.5,0.581403247962401,0.7133441221389548,0.8937003168400689,0.6398527823347224
0.55,0.5795265510489018,0.7117570938540345,0.895603566853877,0.6362852584657261
0.6,0.577578274916415,0.7101094722097626,0.897540852515906,0.6326400451372017
0.65,0.5756062256420521,0.7084519681740391,0.8995773282257424,0.6289064543747428
0.7,0.5735667223174211,0.7067249292657587,0.9017669709709885,0.6249958540661859
0.75,0.5712538016324695,0.7047671470867723,0.9041780894073236,0.6206213083038881
0.8,0.5683668116515825,0.7023469411378198,0.9069419587241067,0.6154004410520532
0.85,0.5644197889038517,0.6990549189551116,0.9103990309838607,0.608640634362829
0.9,0.5586312110387122,0.6941955059693795,0.9153005875963378,0.5989562616809503
