threshold,iou,dice,precision,recall
0.1,0.6544540184935962,0.74539810680456,0.6827779196254244,0.9243471663784592
0.15,0.6628643982677973,0.7520832266614246,0.6949427547458688,0.9193390173768963
0.2,0.6688843562015033,0.7568377637650371,0.703861505250834,0.915271031866065
0.25,0.6735376969924574,0.7605755794018082,0.7110326751565049,0.9117150667513053
0.3,0.6774083319604662,0.7636582246086329,0.7171538642791633,0.9084290824434206
0.35,0.6807204171501707,0.7662958798214825,0.7226319715098051,0.9052122101014595
0.4,0.6836918251978839,0.7686762482948192,0.7277946625555877,0.9019334397880464
0.45,0.686220684381447,0.7707356223782897,0.7326190996256108,0.8985808262989821
0.5,0.6887127043356317,0.7727995455043796,0.737437449835363,0.8953221413404538
0.55,0.6909728134941057,0.7746814810086724,0.7421751634065465,0.8917705273247629
0.6,0.692996010314082,0.7763925679592454,0.746867368533667,0.8880153863524869
0.65,0.6946847767814796,0.7778774869851371,0.7515790072629172,0.8836663465617639
0.7,0.6961431285162148,0.7792076363612129,0.7564329832158508,0.8788305819659883
0.75,0.6972886242370376,0.7803515664422085,0.7615493292343735,0.8732414774633186
0.8,0.6980566430409638,0.7812783384611143,0.7672408176151118,0.8662618070492903
0.85,0.6980918609192404,0.7818261116383558,0.774055885377496,0.8570468480438491
0.9,0.6963159532974009,0.7811960260667584,0.7827422899089621,0.8430111325770577
