threshold,iou,dice,precision,recall
0.1,0.603407395565852,0.7338734599023723,0.8624054601697474,0.6914500373080027
0.15,0.5980050227446974,0.7289932534043935,0.8687021750317759,0.6797847876982984
0.2,0.5940892153202785,0.7254335701130229,0.8733561722597073,0.6712236229228384
0.25,0.5908480171078736,0.7225338927464487,0.8772082547609431,0.6641943852088842
0.3,0.5879495716395866,0.7199706278358418,0.8804657070214675,0.6581112312032336
0.35,0.5852416324146337,0.7175745853442351,0.8833812458783574,0.6525616722491996
0.4,0.5826614625564833,0.7152644029724498,0.8861724711386557,0.6472652455819442
0.45,0.5801060382520132,0.712991444660046,0.8888177429519872,0.6421956527261461
0.5,0.5774875157280105,0.7106910652024201,0.8914110216983008,0.6371410077691946
0.55,0.5747978184579006,0.708325568639821,0.89397690116053,0.6320569413395238
0.6,0.5720350377409894,0.7058943839317602,0.8965315196929409,0.6269419023756778
0.65,0.5689088564483552,0.7031662709251523,0.8991351441795575,0.6214019464172054
0.7,0.5654883548466345,0.700184591070525,0.901827590991396,0.6155533997619338
0.75,0.5615083865128094,0.6967421414287438,0.904645776956383,0.6090354153113509
0.8,0.5565793299825563,0.6924815802767306,0.9076996565407595,0.6012860692888184
0.85,0.5500705655443124,0.6868296300319906,0.9112632288620512,0.5915131681449702
0.9,0.5405564677403323,0.6784609153611809,0.9157851184230049,0.5778360388878483
