threshold,iou,dice,precision,recall
0.1,0.6543145834940943,0.7438975059702211,0.6853893575000385,0.9118540918323983
0.15,0.659399068754021,0.7475838185952816,0.6938398873380623,0.9067727347364996
0.2,0.6626867178188786,0.7498748447325195,0.6998306564669076,0.9010479126297712
0.25,0.6652030196350281,0.7515723471136563,0.7047047604764227,0.8934837008742084
0.3,0.6673078860733445,0.7529590829851454,0.7089154179476675,0.8875639726070021
0.35,0.6691395500551761,0.7541694087428369,0.7127725177372081,0.8824201899317362
0.4,0.6707169463522286,0.7552205470182051,0.7163268048753996,0.8781585113863104
0.45,0.6720945549296357,0.7561139028061906,0.7196944277449875,0.8734635960136133
0.5,0.673378719255138,0.7569373535760191,0.7230066258506286,0.8688847061337075
0.55,0.6745027888765369,0.7576599297005969,0.7262548834817467,0.8640724633657195
0.6,0.6756388810487298,0.7583609911643266,0.7296457890827739,0.8593608366928844
0.65,0.6766442048477054,0.7589816851057315,0.7331353735998792,0.8544947161647364
0.7,0.6775373994303532,0.7595024435935004,0.736804839025759,0.8498294875513902
0.75,0.6783780696827989,0.7599615237084717,0.7408181802469104,0.8448400628584373
0.8,0.6789174786518776,0.7601940347230949,0.7452711688339276,0.83897018379652
0.85,0.6790910892383596,0.7601054941190257,0.7505389378291747,0.831443049377884
0.9,0.6781875573100474,0.7590662556570551,0.7574248163108183,0.8196691435823288
