sample_id,model,prompt_type,target_gt,status,iou,dice,precision,recall,pred_pixels,gt_pixels
goose_040,lisa,obstacle,obstacle,missing_pred_or_gt,,,,,,
goose_041,lisa,obstacle,obstacle,missing_pred_or_gt,,,,,,
goose_042,lisa,obstacle,obstacle,missing_pred_or_gt,,,,,,
goose_043,lisa,obstacle,obstacle,missing_pred_or_gt,,,,,,
goose_044,lisa,obstacle,obstacle,missing_pred_or_gt,,,,,,
goose_045,lisa,obstacle,obstacle,missing_pred_or_gt,,,,,,
goose_046,lisa,obstacle,obstacle,missing_pred_or_gt,,,,,,
goose_047,lisa,obstacle,obstacle,missing_pred_or_gt,,,,,,
goose_048,lisa,obstacle,obstacle,missing_pred_or_gt,,,,,,
goose_049,lisa,obstacle,obstacle,missing_pred_or_gt,,,,,,
goose_050,lisa,obstacle,obstacle,missing_pred_or_gt,,,,,,
goose_051,lisa,obstacle,obstacle,missing_pred_or_gt,,,,,,
goose_052,lisa,obstacle,obstacle,missing_pred_or_gt,,,,,,
goose_053,lisa,obstacle,obstacle,missing_pred_or_gt,,,,,,
goose_054,lisa,obstacle,obstacle,missing_pred_or_gt,,,,,,
goose_055,lisa,obstacle,obstacle,missing_pred_or_gt,,,,,,
goose_056,lisa,obstacle,obstacle,missing_pred_or_gt,,,,,,
goose_001,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_002,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_003,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_004,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_005,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_006,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_007,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_008,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_009,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_010,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_011,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_012,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_013,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_014,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_015,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_016,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_017,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_018,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_019,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_020,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_021,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_022,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_023,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_024,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_025,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_026,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_027,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_028,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_029,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_030,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_031,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_032,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_033,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_034,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_035,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_036,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_037,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_038,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_039,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_040,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_041,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_042,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_043,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_044,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_045,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_046,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_047,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_048,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_049,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_050,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_051,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_052,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_053,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_054,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_055,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_056,lisa,water_risk,water_risk,missing_pred_or_gt,,,,,,
goose_001,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_002,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_003,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_004,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_005,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_006,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_007,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_008,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_009,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_010,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_011,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_012,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_013,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_014,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_015,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_016,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_017,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_018,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_019,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_020,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_021,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_022,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_023,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_024,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_025,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_026,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_027,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_028,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_029,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_030,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_031,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_032,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_033,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_034,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_035,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_036,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_037,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_038,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_039,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_040,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_041,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_042,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_043,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_044,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_045,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_046,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_047,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_048,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_049,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_050,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_051,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_052,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_053,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_054,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_055,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
goose_056,lisa,unsafe_proxy,unsafe_proxy,missing_pred_or_gt,,,,,,
