threshold,iou,dice,precision,recall
0.1,0.6581130530014807,0.7470684263341228,0.6979387460468401,0.9113817213596057
0.15,0.663985159241147,0.7518479488739749,0.7063831025244864,0.9086050494244443
0.2,0.6681072947450868,0.7552953388694458,0.7125925056913245,0.9061724561065189
0.25,0.6714451829070626,0.7580827460465426,0.7177722850248346,0.9037654266451806
0.3,0.6741893361423382,0.7603838446729172,0.7221695937234297,0.9016939791977219
0.35,0.6766442077685919,0.762468933780652,0.7261795429428002,0.8997802421799604
0.4,0.6788871448210119,0.7643936023512239,0.7300020444404971,0.8977883915715478
0.45,0.6807837968261955,0.7660482938769144,0.7334933096546516,0.895699494440306
0.5,0.6824099137356188,0.7675099710999795,0.7368454921761722,0.8934136256552007
0.55,0.6839526375746996,0.7689083337483973,0.7401561484140275,0.891100673779736
0.6,0.6854124796526143,0.7702477144048258,0.7435139232123379,0.8885882645411424
0.65,0.6866701592243926,0.7714284855710354,0.7469010647611901,0.8857404755003654
0.7,0.687880201363404,0.7725782025524851,0.7504829543568766,0.8825808843211196
0.75,0.6890738597198046,0.7737252839677716,0.754429637418375,0.8788408408850749
0.8,0.690192418853204,0.7749184537898118,0.7589578305393978,0.8743299073193549
0.85,0.6910760108633978,0.776117505164905,0.7645869048499897,0.8682323921188138
0.9,0.6916185308320065,0.7773007857545869,0.7725931781731988,0.8586842068584036
